"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"OECD","OECD - Total","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2022","2022","USD","US Dollar","0","Units",,,54052.623879,"E","Estimated value"
"IND","India","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,5954.581745,,
"IND","India","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,6299.036721,,
"IND","India","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,6798.503231,,
"IND","India","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,7103.830936,,
"IND","India","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,6643.799897,,
"RUS","Russia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,24128.081806,,
"RUS","Russia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,25926.431403,,
"RUS","Russia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,28821.242897,,
"RUS","Russia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,29967.119348,,
"RUS","Russia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,29819.046969,"E","Estimated value"
"ISR","Israel","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,38084.528912,,
"ISR","Israel","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,39352.294675,,
"ISR","Israel","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,40082.466095,,
"ISR","Israel","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,40663.6287,,
"ISR","Israel","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,40073.058669,,
"ISR","Israel","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,44158.809988,,
"ISR","Israel","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2022","2022","USD","US Dollar","0","Units",,,49788.625702,"E","Estimated value"
"NZL","New Zealand","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,39696.946073,,
"NZL","New Zealand","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,41994.487818,,
"NZL","New Zealand","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,42320.906448,,
"NZL","New Zealand","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,45518.307468,,
"NZL","New Zealand","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,45457.178769,,
"NZL","New Zealand","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,47981.692244,,
"NZL","New Zealand","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2022","2022","USD","US Dollar","0","Units",,,51635.654488,"E","Estimated value"
"HUN","Hungary","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,27941.926751,,
"HUN","Hungary","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,29496.163748,,
"HUN","Hungary","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,31908.863431,,
"HUN","Hungary","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,34645.565383,,
"HUN","Hungary","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,34169.922355,,
"HUN","Hungary","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,36735.9098,,
"HUN","Hungary","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2022","2022","USD","US Dollar","0","Units",,,41565.507721,"P","Provisional value"
"IDN","Indonesia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,10618.699441,,
"IDN","Indonesia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,11073.520666,,
"IDN","Indonesia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,11798.060552,,
"IDN","Indonesia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,12481.910741,,
"IDN","Indonesia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,12224.985526,,
"IDN","Indonesia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,13083.000494,,
"IDN","Indonesia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2022","2022","USD","US Dollar","0","Units",,,14395.433172,,
"MEX","Mexico","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,19791.259772,,
"MEX","Mexico","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,20201.856549,,
"MEX","Mexico","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,20561.246895,,
"MEX","Mexico","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,20244.557477,,
"MEX","Mexico","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,18465.575374,"P","Provisional value"
"MEX","Mexico","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,19438.782132,"P","Provisional value"
"MEX","Mexico","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2022","2022","USD","US Dollar","0","Units",,,21442.194064,"E","Estimated value"
"LUX","Luxembourg","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,112955.470175,,
"LUX","Luxembourg","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,114862.528755,,
"LUX","Luxembourg","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,116334.724739,,
"LUX","Luxembourg","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,119364.151427,,
"LUX","Luxembourg","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,119407.898814,,
"LUX","Luxembourg","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,131430.737036,,
"LUX","Luxembourg","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2022","2022","USD","US Dollar","0","Units",,,140150.398233,,
"IRL","Ireland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,71505.746281,,
"IRL","Ireland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,78252.205616,,
"IRL","Ireland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,85034.728547,,
"IRL","Ireland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,89759.238887,,
"IRL","Ireland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,94646.640757,,
"IRL","Ireland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,108831.365241,,
"IRL","Ireland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2022","2022","USD","US Dollar","0","Units",,,127146.265184,,
"JPN","Japan","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,40642.704531,,
"JPN","Japan","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,41531.221619,,
"JPN","Japan","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,42264.585123,,
"JPN","Japan","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,42427.125075,,
"JPN","Japan","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,41867.153393,,
"JPN","Japan","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,42895.146536,,
"JPN","Japan","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2022","2022","USD","US Dollar","0","Units",,,45648.781715,"E","Estimated value"
"USA","United States","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,57592.691515,,
"USA","United States","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,59589.233923,,
"USA","United States","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,62449.612827,,
"USA","United States","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,64690.272395,,
"USA","United States","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,63480.861222,,
"USA","United States","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,70181.12175,,
"USA","United States","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2022","2022","USD","US Dollar","0","Units",,,76291.024903,"E","Estimated value"
"OTF","OECD - FORMER TOTAL","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,44128.624567,,
"OTF","OECD - FORMER TOTAL","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,45778.130772,,
"OTF","OECD - FORMER TOTAL","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,47494.608971,,
"OTF","OECD - FORMER TOTAL","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,48964.834849,"P","Provisional value"
"OTF","OECD - FORMER TOTAL","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,47603.557577,"P","Provisional value"
"OTF","OECD - FORMER TOTAL","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,51616.855216,"P","Provisional value"
"OTF","OECD - FORMER TOTAL","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2022","2022","USD","US Dollar","0","Units",,,56589.21929,"E","Estimated value"
"OECDE","OECD - Europe","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,40575.504438,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,42554.309416,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,44161.180212,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,46339.16657,"P","Provisional value"
"OECDE","OECD - Europe","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,44633.852096,"P","Provisional value"
"OECDE","OECD - Europe","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,48235.707268,"P","Provisional value"
"OECDE","OECD - Europe","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2022","2022","USD","US Dollar","0","Units",,,53738.904931,"E","Estimated value"
"NOR","Norway","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,59263.430471,,
"NOR","Norway","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,64589.163172,,
"NOR","Norway","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,70252.735449,,
"NOR","Norway","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,69915.01766,,
"NOR","Norway","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,65135.920669,,
"NOR","Norway","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,81871.642989,,
"NOR","Norway","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2022","2022","USD","US Dollar","0","Units",,,114932.192428,,
"SVN","Slovenia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,33942.76789,,
"SVN","Slovenia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,36517.579273,,
"SVN","Slovenia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,39008.297051,,
"SVN","Slovenia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,42118.699287,,
"SVN","Slovenia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,40885.50612,,
"SVN","Slovenia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,44041.052941,,
"SVN","Slovenia","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2022","2022","USD","US Dollar","0","Units",,,48361.944853,,
"ZAF","South Africa","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,14006.152389,,
"ZAF","South Africa","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,14134.028896,,
"ZAF","South Africa","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,14545.431392,,
"ZAF","South Africa","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,14654.557239,,
"ZAF","South Africa","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,13716.632593,,
"ZAF","South Africa","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,14812.842929,,
"ZAF","South Africa","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2022","2022","USD","US Dollar","0","Units",,,15953.4746,,
"NLD","Netherlands","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,52289.404292,,
"NLD","Netherlands","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,55089.58143,,
"NLD","Netherlands","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,57825.399708,,
"NLD","Netherlands","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,60207.9957,,
"NLD","Netherlands","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,59821.266235,,
"NLD","Netherlands","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,64488.958411,"P","Provisional value"
"NLD","Netherlands","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2022","2022","USD","US Dollar","0","Units",,,70861.366489,"P","Provisional value"
"SWE","Sweden","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,50430.25079,,
"SWE","Sweden","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,51947.95578,,
"SWE","Sweden","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,53521.635778,,
"SWE","Sweden","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,56404.297122,,
"SWE","Sweden","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,56140.551353,,
"SWE","Sweden","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,60396.719301,,
"SWE","Sweden","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2022","2022","USD","US Dollar","0","Units",,,65156.950747,,
"ISL","Iceland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,53486.615773,,
"ISL","Iceland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,55638.491978,,
"ISL","Iceland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,57201.173335,,
"ISL","Iceland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,59644.706533,,
"ISL","Iceland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,54330.385248,,
"ISL","Iceland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,58297.108148,,
"ISL","Iceland","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2022","2022","USD","US Dollar","0","Units",,,69616.051554,,
"TUR","Türkiye","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,26695.909373,,
"TUR","Türkiye","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,28193.061398,,
"TUR","Türkiye","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,28281.473275,,
"TUR","Türkiye","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,28011.322789,,
"TUR","Türkiye","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,27973.899303,,
"TUR","Türkiye","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,30679.506593,,
"TUR","Türkiye","B1_GE","Gross domestic product (expenditure approach)","HCPC","Per head, current prices, current PPPs","2022","2022","USD","US Dollar","0","Units",,,37299.591132,"E","Estimated value"
